time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/ART_SBP
8877,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,125
8878,,,,,,NaN,NaN,,,NaN,,NaN,
8879,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8880,,,,,,NaN,NaN,,,NaN,,NaN,
8881,100,70,67,14,70,NaN,NaN,89,6,NaN,33,NaN,125
8882,,,,,,NaN,NaN,,,NaN,,NaN,
8883,100,70,68,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8884,,,,,,NaN,NaN,,,NaN,,NaN,
8885,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8886,,,,,,NaN,NaN,,,NaN,,NaN,
8887,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,125
8888,,,,,,NaN,NaN,,,NaN,,NaN,
8889,100,70,69,14,70,NaN,NaN,90,6,NaN,33,NaN,127
8890,,,,,,NaN,NaN,,,NaN,,NaN,
8891,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8892,,,,,,NaN,NaN,,,NaN,,NaN,
8893,100,71,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8894,,,,,,NaN,NaN,,,NaN,,NaN,
8895,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,124
8896,,,,,,NaN,NaN,,,NaN,,NaN,
8897,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8898,,,,,,NaN,NaN,,,NaN,,NaN,
8899,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8900,,,,,,NaN,NaN,,,NaN,,NaN,
8901,100,69,69,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8902,,,,,,NaN,NaN,,,NaN,,NaN,
8903,100,71,67,14,70,NaN,NaN,89,6,NaN,33,NaN,125
8904,,,,,,NaN,NaN,,,NaN,,NaN,
8905,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8906,,,,,,NaN,NaN,,,NaN,,NaN,
8907,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8908,,,,,,NaN,NaN,,,NaN,,NaN,
8909,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8910,,,,,,NaN,NaN,,,NaN,,NaN,
8911,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8912,,,,,,NaN,NaN,,,NaN,,NaN,
8913,100,70,68,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8914,,,,,,NaN,NaN,,,NaN,,NaN,
8915,100,70,67,14,70,NaN,NaN,89,6,NaN,33,NaN,125
8916,,,,,,NaN,NaN,,,NaN,,NaN,
8917,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,124
8918,,,,,,NaN,NaN,,,NaN,,NaN,
8919,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8920,,,,,,NaN,NaN,,,NaN,,NaN,
8921,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8922,,,,,,NaN,NaN,,,NaN,,NaN,
8923,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8924,,,,,,NaN,NaN,,,NaN,,NaN,
8925,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8926,,,,,,NaN,NaN,,,NaN,,NaN,
8927,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8928,,,,,,NaN,NaN,,,NaN,,NaN,
8929,100,71,67,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8930,,,,,,NaN,NaN,,,NaN,,NaN,
8931,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8932,,,,,,NaN,NaN,,,NaN,,NaN,
8933,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8934,,,,,,NaN,NaN,,,NaN,,NaN,
8935,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8936,,,,,,NaN,NaN,,,NaN,,NaN,
8937,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8938,,,,,,NaN,NaN,,,NaN,,NaN,
8939,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8940,,,,,,NaN,NaN,,,NaN,,NaN,
8941,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8942,,,,,,NaN,NaN,,,NaN,,NaN,
8943,100,71,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8944,,,,,,NaN,NaN,,,NaN,,NaN,
8945,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8946,,,,,,NaN,NaN,,,NaN,,NaN,
8947,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8948,,,,,,NaN,NaN,,,NaN,,NaN,
8949,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8950,,,,,,NaN,NaN,,,NaN,,NaN,
8951,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8952,,,,,,NaN,NaN,,,NaN,,NaN,
8953,100,70,68,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8954,,,,,,NaN,NaN,,,NaN,,NaN,
8955,100,70,67,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8956,,,,,,NaN,NaN,,,NaN,,NaN,
8957,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8958,,,,,,NaN,NaN,,,NaN,,NaN,
8959,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,125
8960,,,,,,NaN,NaN,,,NaN,,NaN,
8961,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8962,,,,,,NaN,NaN,,,NaN,,NaN,
8963,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,125
8964,,,,,,NaN,NaN,,,NaN,,NaN,
8965,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
8966,,,,,,NaN,NaN,,,NaN,,NaN,
8967,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,126
8968,,,,,,NaN,NaN,,,NaN,,NaN,
8969,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
8970,,,,,,NaN,NaN,,,NaN,,NaN,
8971,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
8972,,,,,,NaN,NaN,,,NaN,,NaN,
8973,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8974,,,,,,NaN,NaN,,,NaN,,NaN,
8975,100,70,67,14,70,NaN,NaN,88,7,NaN,33,NaN,126
8976,,,,,,NaN,NaN,,,NaN,,NaN,
8977,100,70,67,14,70,NaN,NaN,88,7,NaN,33,NaN,125
8978,,,,,,NaN,NaN,,,NaN,,NaN,
8979,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8980,,,,,,NaN,NaN,,,NaN,,NaN,
8981,100,70,68,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8982,,,,,,NaN,NaN,,,NaN,,NaN,
8983,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8984,,,,,,NaN,NaN,,,NaN,,NaN,
8985,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8986,,,,,,NaN,NaN,,,NaN,,NaN,
8987,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
8988,,,,,,NaN,NaN,,,NaN,,NaN,
8989,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
8990,,,,,,NaN,NaN,,,NaN,,NaN,
8991,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8992,,,,,,NaN,NaN,,,NaN,,NaN,
8993,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
8994,,,,,,NaN,NaN,,,NaN,,NaN,
8995,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8996,,,,,,NaN,NaN,,,NaN,,NaN,
8997,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
8998,,,,,,NaN,NaN,,,NaN,,NaN,
8999,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9000,,,,,,NaN,NaN,,,NaN,,NaN,
9001,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9002,,,,,,NaN,NaN,,,NaN,,NaN,
9003,100,70,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9004,,,,,,NaN,NaN,,,NaN,,NaN,
9005,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9006,,,,,,NaN,NaN,,,NaN,,NaN,
9007,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9008,,,,,,NaN,NaN,,,NaN,,NaN,
9009,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9010,,,,,,NaN,NaN,,,NaN,,NaN,
9011,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9012,,,,,,NaN,NaN,,,NaN,,NaN,
9013,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,128
9014,,,,,,NaN,NaN,,,NaN,,NaN,
9015,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9016,,,,,,NaN,NaN,,,NaN,,NaN,
9017,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9018,,,,,,NaN,NaN,,,NaN,,NaN,
9019,100,71,67,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9020,,,,,,NaN,NaN,,,NaN,,NaN,
9021,100,70,67,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9022,,,,,,NaN,NaN,,,NaN,,NaN,
9023,100,70,67,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9024,,,,,,NaN,NaN,,,NaN,,NaN,
9025,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
9026,,,,,,NaN,NaN,,,NaN,,NaN,
9027,100,70,67,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9028,,,,,,NaN,NaN,,,NaN,,NaN,
9029,100,70,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9030,,,,,,NaN,NaN,,,NaN,,NaN,
9031,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9032,,,,,,NaN,NaN,,,NaN,,NaN,
9033,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9034,,,,,,NaN,NaN,,,NaN,,NaN,
9035,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9036,,,,,,NaN,NaN,,,NaN,,NaN,
9037,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9038,,,,,,NaN,NaN,,,NaN,,NaN,
9039,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9040,,,,,,NaN,NaN,,,NaN,,NaN,
9041,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9042,,,,,,NaN,NaN,,,NaN,,NaN,
9043,100,71,67,14,70,NaN,NaN,89,6,NaN,33,NaN,127
9044,,,,,,NaN,NaN,,,NaN,,NaN,
9045,100,70,66,14,70,NaN,NaN,88,6,NaN,34,NaN,124
9046,,,,,,NaN,NaN,,,NaN,,NaN,
9047,100,71,67,14,70,NaN,NaN,88,6,NaN,34,NaN,125
9048,,,,,,NaN,NaN,,,NaN,,NaN,
9049,100,71,67,14,70,NaN,NaN,88,6,NaN,34,NaN,125
9050,,,,,,NaN,NaN,,,NaN,,NaN,
9051,100,71,67,14,71,NaN,NaN,88,6,NaN,34,NaN,126
9052,,,,,,NaN,NaN,,,NaN,,NaN,
9053,100,71,67,14,70,NaN,NaN,88,6,NaN,34,NaN,125
9054,,,,,,NaN,NaN,,,NaN,,NaN,
9055,100,71,68,14,71,NaN,NaN,89,6,NaN,34,NaN,126
9056,,,,,,NaN,NaN,,,NaN,,NaN,
9057,100,71,67,14,70,NaN,NaN,89,6,NaN,34,NaN,126
9058,,,,,,NaN,NaN,,,NaN,,NaN,
9059,100,71,68,14,70,NaN,NaN,89,6,NaN,34,NaN,126
9060,,,,,,NaN,NaN,,,NaN,,NaN,
9061,100,71,68,14,70,NaN,NaN,89,6,NaN,34,NaN,126
9062,,,,,,NaN,NaN,,,NaN,,NaN,
9063,100,71,68,14,70,NaN,NaN,89,7,NaN,34,NaN,125
9064,,,,,,NaN,NaN,,,NaN,,NaN,
9065,100,71,68,14,70,NaN,NaN,89,7,NaN,34,NaN,126
9066,,,,,,NaN,NaN,,,NaN,,NaN,
9067,100,70,68,14,70,NaN,NaN,89,7,NaN,34,NaN,125
9068,,,,,,NaN,NaN,,,NaN,,NaN,
9069,100,71,68,14,70,NaN,NaN,89,7,NaN,33,NaN,127
9070,,,,,,NaN,NaN,,,NaN,,NaN,
9071,100,71,67,14,69,NaN,NaN,88,7,NaN,33,NaN,125
9072,,,,,,NaN,NaN,,,NaN,,NaN,
9073,100,72,68,14,69,NaN,NaN,89,7,NaN,33,NaN,127
9074,,,,,,NaN,NaN,,,NaN,,NaN,
9075,100,71,67,14,69,NaN,NaN,88,7,NaN,33,NaN,125
9076,,,,,,NaN,NaN,,,NaN,,NaN,
9077,100,71,68,14,70,NaN,NaN,89,7,NaN,33,NaN,127
9078,,,,,,NaN,NaN,,,NaN,,NaN,
9079,100,70,67,14,70,NaN,NaN,88,7,NaN,33,NaN,125
9080,,,,,,NaN,NaN,,,NaN,,NaN,
9081,100,70,68,14,70,NaN,NaN,89,7,NaN,33,NaN,126
9082,,,,,,NaN,NaN,,,NaN,,NaN,
9083,100,70,67,14,70,NaN,NaN,88,7,NaN,33,NaN,125
9084,,,,,,NaN,NaN,,,NaN,,NaN,
9085,100,71,67,14,70,NaN,NaN,88,7,NaN,33,NaN,126
9086,,,,,,NaN,NaN,,,NaN,,NaN,
9087,100,71,67,14,70,NaN,NaN,89,7,NaN,33,NaN,126
9088,,,,,,NaN,NaN,,,NaN,,NaN,
9089,100,71,68,14,70,NaN,NaN,89,7,NaN,33,NaN,126
9090,,,,,,NaN,NaN,,,NaN,,NaN,
9091,100,71,68,14,70,NaN,NaN,89,7,NaN,33,NaN,126
9092,,,,,,NaN,NaN,,,NaN,,NaN,
9093,100,71,68,14,70,NaN,NaN,89,7,NaN,33,NaN,126
9094,,,,,,NaN,NaN,,,NaN,,NaN,
9095,100,71,68,14,71,NaN,NaN,89,7,NaN,33,NaN,127
9096,,,,,,NaN,NaN,,,NaN,,NaN,
9097,100,71,67,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9098,,,,,,NaN,NaN,,,NaN,,NaN,
9099,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9100,,,,,,NaN,NaN,,,NaN,,NaN,
9101,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9102,,,,,,NaN,NaN,,,NaN,,NaN,
9103,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,128
9104,,,,,,NaN,NaN,,,NaN,,NaN,
9105,100,72,67,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9106,,,,,,NaN,NaN,,,NaN,,NaN,
9107,100,72,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9108,,,,,,NaN,NaN,,,NaN,,NaN,
9109,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9110,,,,,,NaN,NaN,,,NaN,,NaN,
9111,100,72,68,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9112,,,,,,NaN,NaN,,,NaN,,NaN,
9113,100,72,68,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9114,,,,,,NaN,NaN,,,NaN,,NaN,
9115,100,72,68,14,71,NaN,NaN,89,7,NaN,33,NaN,126
9116,,,,,,NaN,NaN,,,NaN,,NaN,
9117,100,72,67,14,71,NaN,NaN,89,7,NaN,33,NaN,126
9118,,,,,,NaN,NaN,,,NaN,,NaN,
9119,100,72,67,14,71,NaN,NaN,88,7,NaN,33,NaN,125
9120,,,,,,NaN,NaN,,,NaN,,NaN,
9121,100,71,67,14,71,NaN,NaN,88,7,NaN,33,NaN,126
9122,,,,,,NaN,NaN,,,NaN,,NaN,
9123,100,71,67,14,71,NaN,NaN,88,7,NaN,33,NaN,124
9124,,,,,,NaN,NaN,,,NaN,,NaN,
9125,100,71,67,14,71,NaN,NaN,88,7,NaN,33,NaN,125
9126,,,,,,NaN,NaN,,,NaN,,NaN,
9127,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9128,,,,,,NaN,NaN,,,NaN,,NaN,
9129,100,71,68,14,70,NaN,NaN,89,6,NaN,33,NaN,126
9130,,,,,,NaN,NaN,,,NaN,,NaN,
9131,100,71,67,14,70,NaN,NaN,88,6,NaN,34,NaN,125
9132,,,,,,NaN,NaN,,,NaN,,NaN,
9133,100,71,68,14,71,NaN,NaN,89,6,NaN,34,NaN,127
9134,,,,,,NaN,NaN,,,NaN,,NaN,
9135,100,71,67,14,70,NaN,NaN,88,6,NaN,34,NaN,125
9136,,,,,,NaN,NaN,,,NaN,,NaN,
9137,100,71,68,14,71,NaN,NaN,89,6,NaN,34,NaN,127
9138,,,,,,NaN,NaN,,,NaN,,NaN,
9139,100,71,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9140,,,,,,NaN,NaN,,,NaN,,NaN,
9141,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,126
9142,,,,,,NaN,NaN,,,NaN,,NaN,
9143,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9144,,,,,,NaN,NaN,,,NaN,,NaN,
9145,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9146,,,,,,NaN,NaN,,,NaN,,NaN,
9147,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9148,,,,,,NaN,NaN,,,NaN,,NaN,
9149,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,125
9150,,,,,,NaN,NaN,,,NaN,,NaN,
9151,100,71,67,14,70,NaN,NaN,88,6,NaN,33,NaN,126
9152,,,,,,NaN,NaN,,,NaN,,NaN,
9153,100,71,68,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9154,,,,,,NaN,NaN,,,NaN,,NaN,
9155,100,71,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9156,,,,,,NaN,NaN,,,NaN,,NaN,
9157,100,71,68,14,71,NaN,NaN,88,6,NaN,33,NaN,126
9158,,,,,,NaN,NaN,,,NaN,,NaN,
9159,100,72,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9160,,,,,,NaN,NaN,,,NaN,,NaN,
9161,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9162,,,,,,NaN,NaN,,,NaN,,NaN,
9163,100,73,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9164,,,,,,NaN,NaN,,,NaN,,NaN,
9165,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9166,,,,,,NaN,NaN,,,NaN,,NaN,
9167,100,72,67,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9168,,,,,,NaN,NaN,,,NaN,,NaN,
9169,100,72,67,14,71,NaN,NaN,88,6,NaN,34,NaN,125
9170,,,,,,NaN,NaN,,,NaN,,NaN,
9171,100,73,68,14,71,NaN,NaN,88,6,NaN,34,NaN,126
9172,,,,,,NaN,NaN,,,NaN,,NaN,
9173,100,72,67,14,71,NaN,NaN,88,6,NaN,34,NaN,125
9174,,,,,,NaN,NaN,,,NaN,,NaN,
9175,100,72,68,14,71,NaN,NaN,88,6,NaN,34,NaN,126
9176,,,,,,NaN,NaN,,,NaN,,NaN,
9177,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,126
9178,,,,,,NaN,NaN,,,NaN,,NaN,
9179,100,72,68,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9180,,,,,,NaN,NaN,,,NaN,,NaN,
9181,100,72,68,14,71,NaN,NaN,88,6,NaN,33,NaN,126
9182,,,,,,NaN,NaN,,,NaN,,NaN,
9183,100,72,68,14,71,NaN,NaN,88,6,NaN,33,NaN,126
9184,,,,,,NaN,NaN,,,NaN,,NaN,
9185,100,72,68,14,72,NaN,NaN,89,6,NaN,33,NaN,127
9186,,,,,,NaN,NaN,,,NaN,,NaN,
9187,100,73,68,14,72,NaN,NaN,88,6,NaN,33,NaN,126
9188,,,,,,NaN,NaN,,,NaN,,NaN,
9189,100,73,68,14,72,NaN,NaN,89,6,NaN,33,NaN,127
9190,,,,,,NaN,NaN,,,NaN,,NaN,
9191,100,73,67,14,72,NaN,NaN,88,6,NaN,33,NaN,125
9192,,,,,,NaN,NaN,,,NaN,,NaN,
9193,100,73,68,14,72,NaN,NaN,89,6,NaN,33,NaN,127
9194,,,,,,NaN,NaN,,,NaN,,NaN,
9195,100,73,67,14,72,NaN,NaN,88,6,NaN,33,NaN,125
9196,,,,,,NaN,NaN,,,NaN,,NaN,
9197,100,71,68,14,72,NaN,NaN,89,6,NaN,33,NaN,126
9198,,,,,,NaN,NaN,,,NaN,,NaN,
9199,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9200,,,,,,NaN,NaN,,,NaN,,NaN,
9201,100,72,67,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9202,,,,,,NaN,NaN,,,NaN,,NaN,
9203,100,72,66,14,71,NaN,NaN,88,6,NaN,33,NaN,125
9204,,,,,,NaN,NaN,,,NaN,,NaN,
9205,100,72,66,14,71,NaN,NaN,88,6,NaN,34,NaN,126
9206,,,,,,NaN,NaN,,,NaN,,NaN,
9207,100,71,68,14,71,NaN,NaN,88,6,NaN,34,NaN,126
9208,,,,,,NaN,NaN,,,NaN,,NaN,
9209,100,71,68,14,71,NaN,NaN,88,7,NaN,34,NaN,126
9210,,,,,,NaN,NaN,,,NaN,,NaN,
9211,100,72,67,14,71,NaN,NaN,89,7,NaN,34,NaN,128
9212,,,,,,NaN,NaN,,,NaN,,NaN,
9213,100,71,67,14,71,NaN,NaN,89,7,NaN,34,NaN,126
9214,,,,,,NaN,NaN,,,NaN,,NaN,
9215,100,72,66,14,70,NaN,NaN,89,7,NaN,34,NaN,126
9216,,,,,,NaN,NaN,,,NaN,,NaN,
9217,100,71,66,14,70,NaN,NaN,88,7,NaN,34,NaN,125
9218,,,,,,NaN,NaN,,,NaN,,NaN,
9219,100,70,66,14,70,NaN,NaN,88,7,NaN,34,NaN,125
9220,,,,,,NaN,NaN,,,NaN,,NaN,
9221,100,70,67,14,69,NaN,NaN,87,7,NaN,34,NaN,124
9222,,,,,,NaN,NaN,,,NaN,,NaN,
9223,100,70,67,14,70,NaN,NaN,88,7,NaN,34,NaN,125
9224,,,,,,NaN,NaN,,,NaN,,NaN,
9225,98,70,67,14,70,NaN,NaN,88,7,NaN,34,NaN,127
9226,,,,,,NaN,NaN,,,NaN,,NaN,
9227,99,72,68,14,71,NaN,NaN,89,7,NaN,34,NaN,127
9228,,,,,,NaN,NaN,,,NaN,,NaN,
9229,99,72,68,14,71,NaN,NaN,89,7,NaN,34,NaN,127
9230,,,,,,NaN,NaN,,,NaN,,NaN,
9231,100,73,68,14,71,NaN,NaN,89,6,NaN,34,NaN,128
9232,,,,,,NaN,NaN,,,NaN,,NaN,
9233,100,74,68,14,71,NaN,NaN,89,6,NaN,33,NaN,127
9234,,,,,,NaN,NaN,,,NaN,,NaN,
9235,100,72,68,14,71,NaN,NaN,89,5,NaN,33,NaN,128
9236,,,,,,NaN,NaN,,,NaN,,NaN,
9237,100,72,67,14,71,NaN,NaN,89,5,NaN,33,NaN,126
9238,,,,,,NaN,NaN,,,NaN,,NaN,
9239,100,71,67,14,70,NaN,NaN,88,5,NaN,33,NaN,125
9240,,,,,,NaN,NaN,,,NaN,,NaN,
9241,100,71,68,14,70,NaN,NaN,88,5,NaN,33,NaN,125
9242,,,,,,NaN,NaN,,,NaN,,NaN,
9243,100,72,68,14,70,NaN,NaN,87,5,NaN,33,NaN,124
9244,,,,,,NaN,NaN,,,NaN,,NaN,
9245,100,71,67,14,71,NaN,NaN,88,5,NaN,33,NaN,127
9246,,,,,,NaN,NaN,,,NaN,,NaN,
9247,100,72,66,14,71,NaN,NaN,86,5,NaN,33,NaN,124
9248,,,,,,NaN,NaN,,,NaN,,NaN,
9249,100,71,66,14,71,NaN,NaN,86,5,NaN,33,NaN,125
9250,,,,,,NaN,NaN,,,NaN,,NaN,
9251,100,71,66,14,70,NaN,NaN,85,4,NaN,33,NaN,123
9252,,,,,,NaN,NaN,,,NaN,,NaN,
9253,100,72,67,14,70,NaN,NaN,86,4,NaN,33,NaN,125
9254,,,,,,NaN,NaN,,,NaN,,NaN,
9255,100,71,66,14,70,NaN,NaN,86,4,NaN,33,NaN,123
9256,,,,,,NaN,NaN,,,NaN,,NaN,
9257,100,72,68,14,71,NaN,NaN,87,4,NaN,33,NaN,126
9258,,,,,,NaN,NaN,,,NaN,,NaN,
9259,100,72,68,14,71,NaN,NaN,87,5,NaN,33,NaN,125
9260,,,,,,NaN,NaN,,,NaN,,NaN,
9261,100,72,68,14,72,NaN,NaN,88,5,NaN,33,NaN,127
9262,,,,,,NaN,NaN,,,NaN,,NaN,
9263,100,73,67,14,72,NaN,NaN,87,5,NaN,33,NaN,125
9264,,,,,,NaN,NaN,,,NaN,,NaN,
9265,100,72,67,14,72,NaN,NaN,87,5,NaN,33,NaN,125
9266,,,,,,NaN,NaN,,,NaN,,NaN,
9267,100,73,67,14,72,NaN,NaN,87,5,NaN,33,NaN,125
9268,,,,,,NaN,NaN,,,NaN,,NaN,
9269,100,73,66,14,73,NaN,NaN,86,5,NaN,33,NaN,125
9270,,,,,,NaN,NaN,,,NaN,,NaN,
9271,100,73,67,14,73,NaN,NaN,87,5,NaN,33,NaN,126
9272,,,,,,NaN,NaN,,,NaN,,NaN,
9273,100,73,68,14,73,NaN,NaN,87,5,NaN,33,NaN,125
9274,,,,,,NaN,NaN,,,NaN,,NaN,
9275,100,74,68,14,73,NaN,NaN,88,5,NaN,33,NaN,127
9276,,,,,,NaN,NaN,,,NaN,,NaN,
9277,100,74,68,14,73,NaN,NaN,87,5,NaN,33,NaN,126
9278,,,,,,NaN,NaN,,,NaN,,NaN,
9279,100,73,69,14,74,NaN,NaN,89,5,NaN,33,NaN,128
9280,,,,,,NaN,NaN,,,NaN,,NaN,
9281,100,73,69,14,74,NaN,NaN,88,5,NaN,34,NaN,126
9282,,,,,,NaN,NaN,,,NaN,,NaN,
9283,100,75,69,14,75,NaN,NaN,89,5,NaN,34,NaN,128
9284,,,,,,NaN,NaN,,,NaN,,NaN,
9285,100,75,67,14,75,NaN,NaN,87,5,NaN,34,NaN,126
9286,,,,,,NaN,NaN,,,NaN,,NaN,
9287,100,75,68,14,75,NaN,NaN,88,5,NaN,34,NaN,128
9288,,,,,,NaN,NaN,,,NaN,,NaN,
9289,100,75,67,14,73,NaN,NaN,87,5,NaN,33,NaN,125
9290,,,,,,NaN,NaN,,,NaN,,NaN,
9291,100,74,69,14,73,NaN,NaN,88,5,NaN,33,NaN,128
9292,,,,,,NaN,NaN,,,NaN,,NaN,
9293,100,75,68,14,73,NaN,NaN,89,5,NaN,33,NaN,128
9294,,,,,,NaN,NaN,,,NaN,,NaN,
9295,100,74,69,14,74,NaN,NaN,89,5,NaN,34,NaN,129
9296,,,,,,NaN,NaN,,,NaN,,NaN,
9297,100,74,68,14,74,NaN,NaN,89,5,NaN,34,NaN,127
9298,,,,,,NaN,NaN,,,NaN,,NaN,
9299,100,75,68,14,75,NaN,NaN,89,5,NaN,34,NaN,128
9300,,,,,,NaN,NaN,,,NaN,,NaN,
9301,100,75,67,14,74,NaN,NaN,88,5,NaN,33,NaN,127
