time,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ART,SNUADC/CVP
441,33,100,14,NaN,65,NaN,66,13,12,0,10,NaN,NaN
442,,,,NaN,,NaN,,,,,,NaN,NaN
443,33,100,43,NaN,65,NaN,66,14,14,0,-7,NaN,NaN
444,,,,NaN,,NaN,,,,,,NaN,NaN
445,33,100,37,NaN,64,NaN,65,14,15,0,-2,NaN,NaN
446,,,,NaN,,NaN,,,,,,NaN,NaN
447,33,100,29,NaN,64,NaN,65,14,14,0,0,NaN,NaN
448,,,,NaN,,NaN,,,,,,NaN,NaN
449,33,100,21,NaN,65,NaN,65,14,12,0,1,NaN,NaN
450,,,,NaN,,NaN,,,,,,NaN,NaN
451,33,100,16,NaN,65,NaN,65,14,11,0,6,NaN,NaN
452,,,,NaN,,NaN,,,,,,NaN,NaN
453,33,100,16,NaN,65,NaN,66,14,12,0,11,NaN,NaN
454,,,,NaN,,NaN,,,,,,NaN,NaN
455,33,100,,NaN,65,NaN,66,14,12,0,,NaN,NaN
456,,,,NaN,,NaN,,,,,,NaN,NaN
457,33,100,,NaN,65,NaN,65,13,15,0,,NaN,NaN
458,,,,NaN,,NaN,,,,,,NaN,NaN
459,33,100,,NaN,64,NaN,65,13,15,0,,NaN,NaN
460,,,,NaN,,NaN,,,,,,NaN,NaN
461,33,100,,NaN,64,NaN,65,13,15,0,,NaN,NaN
462,,,,NaN,,NaN,,,,,,NaN,NaN
463,33,100,,NaN,64,NaN,65,12,15,0,,NaN,NaN
464,,,,NaN,,NaN,,,,,,NaN,NaN
465,33,100,,NaN,65,NaN,65,12,17,0,,NaN,NaN
466,,,,NaN,,NaN,,,,,,NaN,NaN
467,33,100,,NaN,65,NaN,65,12,-5,0,,NaN,NaN
468,,,,NaN,,NaN,,,,,,NaN,NaN
469,33,100,,NaN,65,NaN,65,12,-5,0,,NaN,NaN
470,,,,NaN,,NaN,,,,,,NaN,NaN
471,33,100,,NaN,64,NaN,65,13,-5,0,,NaN,NaN
472,,,,NaN,,NaN,,,,,,NaN,NaN
473,33,100,,NaN,64,NaN,65,13,-4,0,,NaN,NaN
474,,,,NaN,,NaN,,,,,,NaN,NaN
475,33,100,,NaN,64,NaN,64,13,-4,0,,NaN,NaN
476,,,,NaN,,NaN,,,,,,NaN,NaN
477,33,100,,NaN,64,NaN,64,13,-4,0,,NaN,NaN
478,,,,NaN,,NaN,,,,,,NaN,NaN
479,33,100,,NaN,64,NaN,64,13,-4,0,,NaN,NaN
480,,,,NaN,,NaN,,,,,,NaN,NaN
481,33,100,21,NaN,63,NaN,64,13,-2,0,-27,NaN,NaN
482,,,,NaN,,NaN,,,,,,NaN,NaN
483,33,100,40,NaN,63,NaN,64,14,-12,0,-50,NaN,NaN
484,,,,NaN,,NaN,,,,,,NaN,NaN
485,33,100,36,NaN,62,NaN,64,14,-2,0,-31,NaN,NaN
486,,,,NaN,,NaN,,,,,,NaN,NaN
487,33,100,,NaN,62,NaN,64,14,62,0,,NaN,NaN
488,,,,NaN,,NaN,,,,,,NaN,NaN
489,33,100,,NaN,61,NaN,64,14,32,0,,NaN,NaN
490,,,,NaN,,NaN,,,,,,NaN,NaN
491,33,,,NaN,61,NaN,,15,38,0,,NaN,NaN
492,,,,NaN,,NaN,,,,,,NaN,NaN
493,33,,,NaN,61,NaN,,15,38,1,,NaN,NaN
494,,,,NaN,,NaN,,,,,,NaN,NaN
495,33,,,NaN,61,NaN,,15,38,1,,NaN,NaN
496,,,,NaN,,NaN,,,,,,NaN,NaN
497,33,,,NaN,62,NaN,,15,11,1,,NaN,NaN
498,,,,NaN,,NaN,,,,,,NaN,NaN
499,33,100,,NaN,62,NaN,64,15,11,1,,NaN,NaN
500,,,,NaN,,NaN,,,,,,NaN,NaN
501,33,100,,NaN,62,NaN,64,15,11,1,,NaN,NaN
502,,,,NaN,,NaN,,,,,,NaN,NaN
503,32,100,,NaN,63,NaN,64,15,10,1,,NaN,NaN
504,,,,NaN,,NaN,,,,,,NaN,NaN
505,32,100,,NaN,63,NaN,64,15,10,1,,NaN,NaN
506,,,,NaN,,NaN,,,,,,NaN,NaN
507,32,100,,NaN,63,NaN,64,15,11,1,,NaN,NaN
508,,,,NaN,,NaN,,,,,,NaN,NaN
509,32,100,,NaN,63,NaN,64,15,11,1,,NaN,NaN
510,,,,NaN,,NaN,,,,,,NaN,NaN
511,32,100,,NaN,63,NaN,64,15,13,1,,NaN,NaN
512,,,,NaN,,NaN,,,,,,NaN,NaN
513,32,100,,NaN,63,NaN,64,15,15,1,,NaN,NaN
514,,,,NaN,,NaN,,,,,,NaN,NaN
515,32,100,,NaN,63,NaN,64,15,13,1,,NaN,NaN
516,,,,NaN,,NaN,,,,,,NaN,NaN
517,32,100,,NaN,63,NaN,63,15,4,1,,NaN,NaN
518,,,,NaN,,NaN,,,,,,NaN,NaN
519,32,100,49,NaN,63,NaN,63,15,9,1,-8,NaN,NaN
520,,,,NaN,,NaN,,,,,,NaN,NaN
521,32,100,91,NaN,62,NaN,63,15,31,1,10,NaN,NaN
522,,,,NaN,,NaN,,,,,,NaN,NaN
523,32,100,85,NaN,61,NaN,62,15,39,1,20,NaN,NaN
524,,,,NaN,,NaN,,,,,,NaN,NaN
525,33,100,82,NaN,61,NaN,62,15,46,1,29,NaN,NaN
526,,,,NaN,,NaN,,,,,,NaN,NaN
527,33,100,82,NaN,60,NaN,61,15,49,1,26,NaN,NaN
528,,,,NaN,,NaN,,,,,,NaN,NaN
529,33,100,99,NaN,60,NaN,61,15,48,1,7,NaN,NaN
530,,,,NaN,,NaN,,,,,,NaN,NaN
531,32,100,77,NaN,61,NaN,61,15,47,1,25,NaN,NaN
532,,,,NaN,,NaN,,,,,,NaN,NaN
533,32,100,74,NaN,61,NaN,61,15,47,1,29,NaN,NaN
534,,,,NaN,,NaN,,,,,,NaN,NaN
535,32,100,75,NaN,61,NaN,61,15,47,1,31,NaN,NaN
536,,,,NaN,,NaN,,,,,,NaN,NaN
537,32,100,76,NaN,61,NaN,62,15,47,1,32,NaN,NaN
538,,,,NaN,,NaN,,,,,,NaN,NaN
539,33,100,77,NaN,62,NaN,62,15,47,1,32,NaN,NaN
540,,,,NaN,,NaN,,,,,,NaN,NaN
541,33,100,78,NaN,62,NaN,63,15,47,1,31,NaN,NaN
542,,,,NaN,,NaN,,,,,,NaN,NaN
543,33,100,81,NaN,63,NaN,63,15,47,1,31,NaN,NaN
544,,,,NaN,,NaN,,,,,,NaN,NaN
545,33,100,79,NaN,63,NaN,63,15,47,1,30,NaN,NaN
546,,,,NaN,,NaN,,,,,,NaN,NaN
547,33,100,78,NaN,63,NaN,63,15,48,1,31,NaN,NaN
548,,,,NaN,,NaN,,,,,,NaN,NaN
549,33,100,78,NaN,63,NaN,63,15,48,1,32,NaN,NaN
550,,,,NaN,,NaN,,,,,,NaN,NaN
551,33,100,77,NaN,63,NaN,63,15,47,1,27,NaN,NaN
552,,,,NaN,,NaN,,,,,,NaN,NaN
553,32,100,79,NaN,62,NaN,63,15,47,1,31,NaN,NaN
554,,,,NaN,,NaN,,,,,,NaN,NaN
555,32,100,78,NaN,61,NaN,63,15,47,1,31,NaN,NaN
556,,,,NaN,,NaN,,,,,,NaN,NaN
557,32,100,79,NaN,61,NaN,63,15,47,1,28,NaN,NaN
558,,,,NaN,,NaN,,,,,,NaN,NaN
559,33,,82,NaN,60,NaN,,15,47,1,26,NaN,NaN
560,,,,NaN,,NaN,,,,,,NaN,NaN
561,33,,66,NaN,60,NaN,,15,47,1,27,NaN,NaN
562,,,,NaN,,NaN,,,,,,NaN,NaN
563,33,100,78,NaN,60,NaN,63,15,46,1,28,NaN,NaN
564,,,,NaN,,NaN,,,,,,NaN,NaN
565,33,100,82,NaN,60,NaN,62,15,46,1,26,NaN,NaN
566,,,,NaN,,NaN,,,,,,NaN,NaN
567,33,100,81,NaN,60,NaN,62,15,46,1,30,NaN,NaN
568,,,,NaN,,NaN,,,,,,NaN,NaN
569,33,100,82,NaN,60,NaN,61,15,46,1,30,NaN,NaN
570,,,,NaN,,NaN,,,,,,NaN,NaN
571,33,100,81,NaN,59,NaN,61,15,46,1,31,NaN,NaN
572,,,,NaN,,NaN,,,,,,NaN,NaN
573,33,100,82,NaN,59,NaN,60,15,46,1,31,NaN,NaN
574,,,,NaN,,NaN,,,,,,NaN,NaN
575,33,100,82,NaN,59,NaN,60,15,46,1,31,NaN,NaN
576,,,,NaN,,NaN,,,,,,NaN,NaN
577,33,100,83,NaN,60,NaN,60,15,46,2,31,NaN,NaN
578,,,,NaN,,NaN,,,,,,NaN,NaN
579,33,100,83,NaN,60,NaN,61,15,46,2,32,NaN,NaN
580,,,,NaN,,NaN,,,,,,NaN,NaN
581,32,100,83,NaN,61,NaN,61,15,47,2,32,NaN,NaN
582,,,,NaN,,NaN,,,,,,NaN,NaN
583,32,100,84,NaN,62,NaN,62,15,47,2,32,NaN,NaN
584,,,,NaN,,NaN,,,,,,NaN,NaN
585,32,100,84,NaN,62,NaN,62,15,47,2,33,NaN,NaN
586,,,,NaN,,NaN,,,,,,NaN,NaN
587,33,100,84,NaN,62,NaN,63,15,47,2,31,NaN,NaN
588,,,,NaN,,NaN,,,,,,NaN,NaN
589,33,100,83,NaN,61,NaN,62,15,46,2,31,NaN,NaN
590,,,,NaN,,NaN,,,,,,NaN,NaN
591,33,100,83,NaN,61,NaN,62,15,46,2,31,NaN,NaN
592,,,,NaN,,NaN,,,,,,NaN,NaN
593,33,100,83,NaN,60,NaN,61,15,46,2,31,NaN,NaN
594,,,,NaN,,NaN,,,,,,NaN,NaN
595,32,100,83,NaN,59,NaN,60,15,46,2,31,NaN,NaN
596,,,,NaN,,NaN,,,,,,NaN,NaN
597,32,100,83,NaN,59,NaN,60,15,46,2,31,NaN,NaN
598,,,,NaN,,NaN,,,,,,NaN,NaN
599,32,100,83,NaN,59,NaN,60,15,46,2,31,NaN,NaN
600,,,,NaN,,NaN,,,,,,NaN,NaN
601,32,100,83,NaN,59,NaN,60,15,47,2,32,NaN,NaN
602,,,,NaN,,NaN,,,,,,NaN,NaN
603,32,100,84,NaN,60,NaN,60,15,48,2,34,NaN,NaN
604,,,,NaN,,NaN,,,,,,NaN,NaN
605,32,100,88,NaN,61,NaN,61,15,51,2,35,NaN,NaN
606,,,,NaN,,NaN,,,,,,NaN,NaN
607,32,100,88,NaN,65,NaN,64,15,52,2,37,NaN,NaN
608,,,,NaN,,NaN,,,,,,NaN,NaN
609,32,100,91,NaN,67,NaN,66,15,54,2,39,NaN,NaN
610,,,,NaN,,NaN,,,,,,NaN,NaN
611,32,100,92,NaN,69,NaN,66,15,57,2,42,NaN,NaN
612,,,,NaN,,NaN,,,,,,NaN,NaN
613,32,100,95,NaN,71,NaN,66,15,59,2,43,NaN,NaN
614,,,,NaN,,NaN,,,,,,NaN,NaN
615,32,100,96,NaN,72,NaN,66,15,60,2,41,NaN,NaN
616,,,,NaN,,NaN,,,,,,NaN,NaN
617,32,100,98,NaN,73,NaN,66,15,61,1,44,NaN,NaN
618,,,,NaN,,NaN,,,,,,NaN,NaN
619,32,100,98,NaN,73,NaN,66,15,62,1,45,NaN,NaN
620,,,,NaN,,NaN,,,,,,NaN,NaN
621,33,100,99,NaN,73,NaN,69,15,62,2,45,NaN,NaN
622,,,,NaN,,NaN,,,,,,NaN,NaN
623,33,,97,NaN,73,NaN,,15,63,2,45,NaN,NaN
624,,,,NaN,,NaN,,,,,,NaN,NaN
625,33,100,99,NaN,73,NaN,72,15,63,2,46,NaN,NaN
626,,,,NaN,,NaN,,,,,,NaN,NaN
627,33,100,97,NaN,73,NaN,73,15,63,2,46,NaN,NaN
628,,,,NaN,,NaN,,,,,,NaN,NaN
629,33,100,99,NaN,73,NaN,74,15,64,2,47,NaN,NaN
630,,,,NaN,,NaN,,,,,,NaN,NaN
631,33,99,100,NaN,72,NaN,74,15,64,2,48,NaN,NaN
632,,,,NaN,,NaN,,,,,,NaN,NaN
633,33,99,102,NaN,72,NaN,73,15,66,2,49,NaN,NaN
634,,,,NaN,,NaN,,,,,,NaN,NaN
635,33,99,102,NaN,72,NaN,73,15,66,2,48,NaN,NaN
636,,,,NaN,,NaN,,,,,,NaN,NaN
637,33,100,102,NaN,72,NaN,73,15,66,2,49,NaN,NaN
638,,,,NaN,,NaN,,,,,,NaN,NaN
639,33,100,104,NaN,72,NaN,73,15,67,2,48,NaN,NaN
640,,,,NaN,,NaN,,,,,,NaN,NaN
641,33,100,104,NaN,71,NaN,72,15,67,2,49,NaN,NaN
642,,,,NaN,,NaN,,,,,,NaN,NaN
643,33,100,104,NaN,71,NaN,72,15,67,2,48,NaN,NaN
644,,,,NaN,,NaN,,,,,,NaN,NaN
645,33,100,104,NaN,71,NaN,71,15,67,3,49,NaN,NaN
646,,,,NaN,,NaN,,,,,,NaN,NaN
647,33,100,105,NaN,71,NaN,71,15,67,3,49,NaN,NaN
648,,,,NaN,,NaN,,,,,,NaN,NaN
649,33,100,105,NaN,71,NaN,71,15,68,3,50,NaN,NaN
650,,,,NaN,,NaN,,,,,,NaN,NaN
651,33,100,105,NaN,71,NaN,71,15,68,3,49,NaN,NaN
652,,,,NaN,,NaN,,,,,,NaN,NaN
653,33,100,105,NaN,71,NaN,71,15,68,3,50,NaN,NaN
654,,,,NaN,,NaN,,,,,,NaN,NaN
655,33,100,105,NaN,71,NaN,71,15,68,3,49,NaN,NaN
656,,,,NaN,,NaN,,,,,,NaN,NaN
657,33,100,106,NaN,71,NaN,71,15,68,3,50,NaN,NaN
658,,,,NaN,,NaN,,,,,,NaN,NaN
659,33,100,106,NaN,70,NaN,71,15,69,3,49,NaN,NaN
660,,,,NaN,,NaN,,,,,,NaN,NaN
661,33,100,105,NaN,70,NaN,71,15,69,3,49,NaN,NaN
662,,,,NaN,,NaN,,,,,,NaN,NaN
663,33,100,105,NaN,69,NaN,70,15,68,3,49,NaN,NaN
664,,,,NaN,,NaN,,,,,,NaN,NaN
665,33,100,105,NaN,69,NaN,70,15,69,3,50,NaN,NaN
666,,,,NaN,,NaN,,,,,,NaN,NaN
667,33,100,105,NaN,69,NaN,70,15,69,3,49,NaN,NaN
668,,,,NaN,,NaN,,,,,,NaN,NaN
669,33,100,105,NaN,69,NaN,69,15,68,3,49,NaN,NaN
670,,,,NaN,,NaN,,,,,,NaN,NaN
671,33,100,104,NaN,69,NaN,69,15,68,3,49,NaN,NaN
672,,,,NaN,,NaN,,,,,,NaN,NaN
673,33,100,104,NaN,69,NaN,69,15,68,3,49,NaN,NaN
674,,,,NaN,,NaN,,,,,,NaN,NaN
675,33,100,105,NaN,68,NaN,69,15,69,3,49,NaN,NaN
676,,,,NaN,,NaN,,,,,,NaN,NaN
677,33,100,105,NaN,68,NaN,69,15,69,3,50,NaN,NaN
678,,,,NaN,,NaN,,,,,,NaN,NaN
679,33,100,105,NaN,68,NaN,69,15,69,3,49,NaN,NaN
680,,,,NaN,,NaN,,,,,,NaN,NaN
681,33,100,105,NaN,68,NaN,69,15,69,3,49,NaN,NaN
682,,,,NaN,,NaN,,,,,,NaN,NaN
683,33,,105,NaN,68,NaN,,15,69,3,49,NaN,NaN
684,,,,NaN,,NaN,,,,,,NaN,NaN
685,33,100,105,NaN,68,NaN,70,15,69,3,49,NaN,NaN
686,,,,NaN,,NaN,,,,,,NaN,NaN
687,33,100,105,NaN,68,NaN,70,15,69,3,49,NaN,NaN
688,,,,NaN,,NaN,,,,,,NaN,NaN
689,33,100,105,NaN,68,NaN,70,15,69,3,49,NaN,NaN
690,,,,NaN,,NaN,,,,,,NaN,NaN
691,33,100,104,NaN,68,NaN,69,15,68,3,49,NaN,NaN
692,,,,NaN,,NaN,,,,,,NaN,NaN
693,33,100,104,NaN,68,NaN,69,15,68,3,49,NaN,NaN
694,,,,NaN,,NaN,,,,,,NaN,NaN
695,33,100,105,NaN,68,NaN,69,15,69,3,50,NaN,NaN
696,,,,NaN,,NaN,,,,,,NaN,NaN
697,33,100,106,NaN,68,NaN,69,15,70,3,51,NaN,NaN
698,,,,NaN,,NaN,,,,,,NaN,NaN
699,33,100,107,NaN,69,NaN,69,15,71,3,52,NaN,NaN
700,,,,NaN,,NaN,,,,,,NaN,NaN
701,33,100,109,NaN,69,NaN,69,15,71,3,52,NaN,NaN
702,,,,NaN,,NaN,,,,,,NaN,NaN
703,33,100,111,NaN,69,NaN,69,15,73,3,54,NaN,NaN
704,,,,NaN,,NaN,,,,,,NaN,NaN
705,33,100,114,NaN,69,NaN,69,15,75,3,56,NaN,NaN
706,,,,NaN,,NaN,,,,,,NaN,NaN
707,33,100,116,NaN,69,NaN,70,15,77,3,57,NaN,NaN
708,,,,NaN,,NaN,,,,,,NaN,NaN
709,33,100,119,NaN,69,NaN,70,15,79,2,59,NaN,NaN
710,,,,NaN,,NaN,,,,,,NaN,NaN
711,33,100,120,NaN,70,NaN,70,15,80,2,58,NaN,NaN
712,,,,NaN,,NaN,,,,,,NaN,NaN
713,33,100,120,NaN,70,NaN,70,15,80,2,59,NaN,NaN
714,,,,NaN,,NaN,,,,,,NaN,NaN
715,33,100,121,NaN,69,NaN,70,15,81,2,58,NaN,NaN
716,,,,NaN,,NaN,,,,,,NaN,NaN
717,33,100,122,NaN,69,NaN,70,15,81,2,59,NaN,NaN
718,,,,NaN,,NaN,,,,,,NaN,NaN
719,33,100,122,NaN,69,NaN,69,15,81,2,58,NaN,NaN
720,,,,NaN,,NaN,,,,,,NaN,NaN
721,33,100,123,NaN,69,NaN,69,15,81,2,58,NaN,NaN
722,,,,NaN,,NaN,,,,,,NaN,NaN
723,33,100,123,NaN,69,NaN,69,15,81,2,58,NaN,NaN
724,,,,NaN,,NaN,,,,,,NaN,NaN
725,33,100,123,NaN,69,NaN,69,15,82,2,59,NaN,NaN
726,,,,NaN,,NaN,,,,,,NaN,NaN
727,33,100,124,NaN,69,NaN,70,15,82,2,59,NaN,NaN
728,,,,NaN,,NaN,,,,,,NaN,NaN
729,33,100,125,NaN,70,NaN,70,15,82,2,60,NaN,NaN
730,,,,NaN,,NaN,,,,,,NaN,NaN
731,33,100,126,NaN,70,NaN,70,15,83,2,60,NaN,NaN
732,,,,NaN,,NaN,,,,,,NaN,NaN
733,33,100,127,NaN,71,NaN,70,15,83,2,60,NaN,NaN
734,,,,NaN,,NaN,,,,,,NaN,NaN
735,33,100,126,NaN,71,NaN,70,15,83,2,59,NaN,NaN
736,,,,NaN,,NaN,,,,,,NaN,NaN
737,33,100,126,NaN,71,NaN,70,15,83,2,60,NaN,NaN
738,,,,NaN,,NaN,,,,,,NaN,NaN
739,33,100,126,NaN,71,NaN,70,15,83,2,59,NaN,NaN
740,,,,NaN,,NaN,,,,,,NaN,NaN
741,33,100,127,NaN,70,NaN,71,15,84,2,60,NaN,NaN
742,,,,NaN,,NaN,,,,,,NaN,NaN
743,33,100,126,NaN,71,NaN,71,15,84,2,59,NaN,NaN
744,,,,NaN,,NaN,,,,,,NaN,NaN
745,33,100,125,NaN,71,NaN,72,15,84,2,59,NaN,NaN
746,,,,NaN,,NaN,,,,,,NaN,NaN
747,33,100,126,NaN,71,NaN,72,15,84,2,60,NaN,NaN
748,,,,NaN,,NaN,,,,,,NaN,NaN
749,33,100,127,NaN,70,NaN,72,15,84,1,60,NaN,NaN
750,,,,NaN,,NaN,,,,,,NaN,NaN
751,34,100,126,NaN,70,NaN,71,15,84,1,59,NaN,NaN
752,,,,NaN,,NaN,,,,,,NaN,NaN
753,34,100,127,NaN,69,NaN,71,15,84,1,59,NaN,NaN
754,,,,NaN,,NaN,,,,,,NaN,NaN
755,34,100,126,NaN,69,NaN,70,15,83,1,58,NaN,NaN
756,,,,NaN,,NaN,,,,,,NaN,NaN
757,34,100,126,NaN,68,NaN,69,15,83,1,59,NaN,NaN
758,,,,NaN,,NaN,,,,,,NaN,NaN
759,34,100,126,NaN,68,NaN,69,15,83,1,58,NaN,NaN
760,,,,NaN,,NaN,,,,,,NaN,NaN
761,34,100,126,NaN,68,NaN,69,15,83,1,59,NaN,NaN
762,,,,NaN,,NaN,,,,,,NaN,NaN
763,34,100,126,NaN,68,NaN,68,15,83,1,58,NaN,NaN
764,,,,NaN,,NaN,,,,,,NaN,NaN
765,34,100,127,NaN,68,NaN,69,15,83,1,59,NaN,NaN
766,,,,NaN,,NaN,,,,,,NaN,NaN
767,34,100,127,NaN,68,NaN,69,15,83,1,59,NaN,NaN
768,,,,NaN,,NaN,,,,,,NaN,NaN
769,34,100,126,NaN,68,NaN,69,15,84,1,59,NaN,NaN
770,,,,NaN,,NaN,,,,,,NaN,NaN
771,33,100,126,NaN,68,NaN,69,15,84,1,59,NaN,NaN
772,,,,NaN,,NaN,,,,,,NaN,NaN
773,33,100,126,NaN,68,NaN,69,15,84,1,59,NaN,NaN
774,,,,NaN,,NaN,,,,,,NaN,NaN
775,33,100,126,NaN,68,NaN,69,15,83,1,58,NaN,NaN
776,,,,NaN,,NaN,,,,,,NaN,NaN
777,33,100,126,NaN,68,NaN,69,15,84,1,60,NaN,NaN
778,,,,NaN,,NaN,,,,,,NaN,NaN
779,33,100,128,NaN,68,NaN,69,15,84,1,60,NaN,NaN
780,,,,NaN,,NaN,,,,,,NaN,NaN
781,33,100,130,NaN,68,NaN,69,15,85,1,61,NaN,NaN
782,,,,NaN,,NaN,,,,,,NaN,NaN
783,33,100,131,NaN,69,NaN,69,15,86,1,61,NaN,NaN
784,,,,NaN,,NaN,,,,,,NaN,NaN
785,33,100,131,NaN,69,NaN,70,15,86,1,62,NaN,NaN
786,,,,NaN,,NaN,,,,,,NaN,NaN
787,33,100,131,NaN,70,NaN,70,15,86,0,61,NaN,NaN
788,,,,NaN,,NaN,,,,,,NaN,NaN
789,33,100,132,NaN,69,NaN,70,15,87,0,62,NaN,NaN
790,,,,NaN,,NaN,,,,,,NaN,NaN
791,33,100,131,NaN,69,NaN,70,15,87,0,61,NaN,NaN
792,,,,NaN,,NaN,,,,,,NaN,NaN
793,33,100,131,NaN,69,NaN,70,15,86,0,61,NaN,NaN
794,,,,NaN,,NaN,,,,,,NaN,NaN
795,33,100,131,NaN,69,NaN,70,15,86,0,61,NaN,NaN
796,,,,NaN,,NaN,,,,,,NaN,NaN
797,33,100,131,NaN,68,NaN,70,15,86,0,61,NaN,NaN
798,,,,NaN,,NaN,,,,,,NaN,NaN
799,33,100,130,NaN,68,NaN,70,15,86,0,60,NaN,NaN
800,,,,NaN,,NaN,,,,,,NaN,NaN
801,33,100,130,NaN,68,NaN,70,15,86,0,60,NaN,NaN
802,,,,NaN,,NaN,,,,,,NaN,NaN
803,33,100,129,NaN,68,NaN,70,15,86,0,60,NaN,NaN
804,,,,NaN,,NaN,,,,,,NaN,NaN
805,33,,129,NaN,68,NaN,,15,85,0,60,NaN,NaN
806,,,,NaN,,NaN,,,,,,NaN,NaN
807,33,,127,NaN,69,NaN,,15,85,0,59,NaN,NaN
808,,,,NaN,,NaN,,,,,,NaN,NaN
809,33,100,126,NaN,68,NaN,70,15,84,0,59,NaN,NaN
810,,,,NaN,,NaN,,,,,,NaN,NaN
811,33,100,127,NaN,68,NaN,70,15,84,0,59,NaN,NaN
812,,,,NaN,,NaN,,,,,,NaN,NaN
813,33,100,127,NaN,69,NaN,71,15,84,0,60,NaN,NaN
814,,,,NaN,,NaN,,,,,,NaN,NaN
815,33,100,126,NaN,69,NaN,70,15,84,0,59,NaN,NaN
816,,,,NaN,,NaN,,,,,,NaN,NaN
817,33,100,127,NaN,69,NaN,70,15,84,1,60,NaN,NaN
818,,,,NaN,,NaN,,,,,,NaN,NaN
819,33,100,127,NaN,69,NaN,70,15,84,1,60,NaN,NaN
820,,,,NaN,,NaN,,,,,,NaN,NaN
821,33,100,127,NaN,69,NaN,70,15,85,1,60,NaN,NaN
822,,,,NaN,,NaN,,,,,,NaN,NaN
823,33,100,127,NaN,69,NaN,70,15,85,1,59,NaN,NaN
824,,,,NaN,,NaN,,,,,,NaN,NaN
825,33,100,127,NaN,69,NaN,70,15,84,1,60,NaN,NaN
826,,,,NaN,,NaN,,,,,,NaN,NaN
827,34,100,126,NaN,69,NaN,70,15,84,1,59,NaN,NaN
828,,,,NaN,,NaN,,,,,,NaN,NaN
829,34,100,126,NaN,69,NaN,70,15,84,-1,59,NaN,NaN
830,,,,NaN,,NaN,,,,,,NaN,NaN
831,34,100,125,NaN,69,NaN,70,15,83,-1,58,NaN,NaN
832,,,,NaN,,NaN,,,,,,NaN,NaN
833,33,100,124,NaN,69,NaN,70,15,83,-1,57,NaN,NaN
834,,,,NaN,,NaN,,,,,,NaN,NaN
835,33,100,122,NaN,69,NaN,70,15,82,-1,56,NaN,NaN
836,,,,NaN,,NaN,,,,,,NaN,NaN
837,33,100,121,NaN,69,NaN,70,15,81,-1,56,NaN,NaN
838,,,,NaN,,NaN,,,,,,NaN,NaN
839,33,100,120,NaN,69,NaN,70,15,80,-1,55,NaN,NaN
840,,,,NaN,,NaN,,,,,,NaN,NaN
841,33,100,118,NaN,69,NaN,70,15,79,-1,55,NaN,NaN
842,,,,NaN,,NaN,,,,,,NaN,NaN
843,33,100,118,NaN,69,NaN,70,15,79,-2,53,NaN,NaN
844,,,,NaN,,NaN,,,,,,NaN,NaN
845,33,100,116,NaN,70,NaN,71,15,78,-2,54,NaN,NaN
846,,,,NaN,,NaN,,,,,,NaN,NaN
847,34,100,115,NaN,71,NaN,71,15,78,-1,54,NaN,NaN
848,,,,NaN,,NaN,,,,,,NaN,NaN
849,34,100,115,NaN,72,NaN,72,15,78,-1,55,NaN,NaN
850,,,,NaN,,NaN,,,,,,NaN,NaN
851,34,100,115,NaN,73,NaN,73,15,78,-2,55,NaN,NaN
852,,,,NaN,,NaN,,,,,,NaN,NaN
853,34,100,116,NaN,73,NaN,74,15,78,-2,56,NaN,NaN
854,,,,NaN,,NaN,,,,,,NaN,NaN
855,34,100,117,NaN,74,NaN,74,15,79,-2,57,NaN,NaN
856,,,,NaN,,NaN,,,,,,NaN,NaN
857,34,100,121,NaN,74,NaN,75,15,81,-2,59,NaN,NaN
858,,,,NaN,,NaN,,,,,,NaN,NaN
859,34,100,123,NaN,75,NaN,74,15,83,-2,60,NaN,NaN
860,,,,NaN,,NaN,,,,,,NaN,NaN
861,34,100,125,NaN,75,NaN,74,15,84,-2,61,NaN,NaN
862,,,,NaN,,NaN,,,,,,NaN,NaN
863,34,100,125,NaN,75,NaN,74,15,84,-2,60,NaN,NaN
864,,,,NaN,,NaN,,,,,,NaN,NaN
865,34,100,125,NaN,74,NaN,74,15,84,-2,60,NaN,NaN
866,,,,NaN,,NaN,,,,,,NaN,NaN
867,34,100,124,NaN,74,NaN,74,15,84,-2,59,NaN,NaN
868,,,,NaN,,NaN,,,,,,NaN,NaN
869,34,100,123,NaN,74,NaN,74,15,83,-2,58,NaN,NaN
870,,,,NaN,,NaN,,,,,,NaN,NaN
871,34,100,122,NaN,74,NaN,74,15,82,-2,58,NaN,NaN
872,,,,NaN,,NaN,,,,,,NaN,NaN
873,34,,121,NaN,73,NaN,,15,82,-2,57,NaN,NaN
874,,,,NaN,,NaN,,,,,,NaN,NaN
875,34,100,121,NaN,73,NaN,74,15,81,-2,57,NaN,NaN
876,,,,NaN,,NaN,,,,,,NaN,NaN
877,34,100,122,NaN,73,NaN,74,15,81,-3,58,NaN,NaN
878,,,,NaN,,NaN,,,,,,NaN,NaN
879,34,100,121,NaN,73,NaN,75,15,81,-3,58,NaN,NaN
880,,,,NaN,,NaN,,,,,,NaN,NaN
