time,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/CVP,SNUADC/ECG_V5
441,71,123,123,57,100,14,NaN,NaN,41,96,NaN,6,NaN
442,,,,,,,NaN,NaN,,,NaN,,NaN
443,68,122,123,53,100,14,NaN,NaN,41,90,NaN,6,NaN
444,,,,,,,NaN,NaN,,,NaN,,NaN
445,69,122,123,56,100,14,NaN,NaN,41,92,NaN,6,NaN
446,,,,,,,NaN,NaN,,,NaN,,NaN
447,68,122,122,53,100,14,NaN,NaN,41,90,NaN,6,NaN
448,,,,,,,NaN,NaN,,,NaN,,NaN
449,68,122,122,55,100,14,NaN,NaN,41,91,NaN,6,NaN
450,,,,,,,NaN,NaN,,,NaN,,NaN
451,68,122,122,54,100,14,NaN,NaN,41,91,NaN,6,NaN
452,,,,,,,NaN,NaN,,,NaN,,NaN
453,68,122,122,54,100,14,NaN,NaN,41,91,NaN,6,NaN
454,,,,,,,NaN,NaN,,,NaN,,NaN
455,69,121,122,55,100,14,NaN,NaN,41,93,NaN,6,NaN
456,,,,,,,NaN,NaN,,,NaN,,NaN
457,68,121,122,54,100,14,NaN,NaN,41,90,NaN,6,NaN
458,,,,,,,NaN,NaN,,,NaN,,NaN
459,70,121,122,55,100,14,NaN,NaN,41,94,NaN,6,NaN
460,,,,,,,NaN,NaN,,,NaN,,NaN
461,68,121,122,53,100,14,NaN,NaN,41,90,NaN,6,NaN
462,,,,,,,NaN,NaN,,,NaN,,NaN
463,69,121,121,56,100,14,NaN,NaN,41,94,NaN,6,NaN
464,,,,,,,NaN,NaN,,,NaN,,NaN
465,67,121,121,53,100,14,NaN,NaN,41,89,NaN,6,NaN
466,,,,,,,NaN,NaN,,,NaN,,NaN
467,69,121,121,55,100,14,NaN,NaN,41,92,NaN,6,NaN
468,,,,,,,NaN,NaN,,,NaN,,NaN
469,67,121,121,52,100,14,NaN,NaN,41,87,NaN,6,NaN
470,,,,,,,NaN,NaN,,,NaN,,NaN
471,68,120,121,54,100,14,NaN,NaN,41,90,NaN,6,NaN
472,,,,,,,NaN,NaN,,,NaN,,NaN
473,66,120,121,52,100,14,NaN,NaN,41,87,NaN,6,NaN
474,,,,,,,NaN,NaN,,,NaN,,NaN
475,67,120,121,54,100,14,NaN,NaN,41,89,NaN,6,NaN
476,,,,,,,NaN,NaN,,,NaN,,NaN
477,67,120,120,53,100,14,NaN,NaN,41,89,NaN,6,NaN
478,,,,,,,NaN,NaN,,,NaN,,NaN
479,67,120,121,53,100,14,NaN,NaN,41,89,NaN,6,NaN
480,,,,,,,NaN,NaN,,,NaN,,NaN
481,67,120,120,53,100,14,NaN,NaN,41,88,NaN,6,NaN
482,,,,,,,NaN,NaN,,,NaN,,NaN
483,67,120,120,53,100,14,NaN,NaN,41,89,NaN,6,NaN
484,,,,,,,NaN,NaN,,,NaN,,NaN
485,68,120,120,54,100,14,NaN,NaN,41,91,NaN,6,NaN
486,,,,,,,NaN,NaN,,,NaN,,NaN
487,66,120,120,52,100,14,NaN,NaN,41,88,NaN,6,NaN
488,,,,,,,NaN,NaN,,,NaN,,NaN
489,68,119,120,53,100,14,NaN,NaN,41,90,NaN,6,NaN
490,,,,,,,NaN,NaN,,,NaN,,NaN
491,66,119,120,52,100,14,NaN,NaN,41,86,NaN,6,NaN
492,,,,,,,NaN,NaN,,,NaN,,NaN
493,68,119,120,54,100,14,NaN,NaN,41,90,NaN,6,NaN
494,,,,,,,NaN,NaN,,,NaN,,NaN
495,66,119,119,51,100,14,NaN,NaN,41,86,NaN,6,NaN
496,,,,,,,NaN,NaN,,,NaN,,NaN
497,68,119,119,54,100,14,NaN,NaN,41,90,NaN,6,NaN
498,,,,,,,NaN,NaN,,,NaN,,NaN
499,66,119,119,51,100,14,NaN,NaN,41,86,NaN,6,NaN
500,,,,,,,NaN,NaN,,,NaN,,NaN
501,67,119,119,53,100,14,NaN,NaN,41,89,NaN,6,NaN
502,,,,,,,NaN,NaN,,,NaN,,NaN
503,66,119,119,51,100,14,NaN,NaN,41,86,NaN,6,NaN
504,,,,,,,NaN,NaN,,,NaN,,NaN
505,66,119,119,53,100,14,NaN,NaN,41,88,NaN,6,NaN
506,,,,,,,NaN,NaN,,,NaN,,NaN
507,66,118,119,52,100,14,NaN,NaN,41,87,NaN,6,NaN
508,,,,,,,NaN,NaN,,,NaN,,NaN
509,66,118,119,53,100,14,NaN,NaN,41,87,NaN,6,NaN
510,,,,,,,NaN,NaN,,,NaN,,NaN
511,66,118,119,52,100,14,NaN,NaN,41,87,NaN,6,NaN
512,,,,,,,NaN,NaN,,,NaN,,NaN
513,65,118,119,52,100,14,NaN,NaN,41,86,NaN,6,NaN
514,,,,,,,NaN,NaN,,,NaN,,NaN
515,66,118,118,52,100,14,NaN,NaN,41,88,NaN,6,NaN
516,,,,,,,NaN,NaN,,,NaN,,NaN
517,65,118,118,51,100,14,NaN,NaN,41,85,NaN,6,NaN
518,,,,,,,NaN,NaN,,,NaN,,NaN
519,66,118,118,52,100,14,NaN,NaN,41,87,NaN,6,NaN
520,,,,,,,NaN,NaN,,,NaN,,NaN
521,65,118,118,51,100,14,NaN,NaN,41,84,NaN,6,NaN
522,,,,,,,NaN,NaN,,,NaN,,NaN
523,66,117,118,53,100,14,NaN,NaN,41,88,NaN,6,NaN
524,,,,,,,NaN,NaN,,,NaN,,NaN
525,65,117,118,51,100,14,NaN,NaN,41,84,NaN,6,NaN
526,,,,,,,NaN,NaN,,,NaN,,NaN
527,66,117,118,53,100,14,NaN,NaN,41,88,NaN,6,NaN
528,,,,,,,NaN,NaN,,,NaN,,NaN
529,65,117,118,51,100,14,NaN,NaN,41,84,NaN,6,NaN
530,,,,,,,NaN,NaN,,,NaN,,NaN
531,66,117,117,53,100,14,NaN,NaN,41,88,NaN,6,NaN
532,,,,,,,NaN,NaN,,,NaN,,NaN
533,66,117,117,52,100,14,NaN,NaN,41,86,NaN,6,NaN
534,,,,,,,NaN,NaN,,,NaN,,NaN
535,66,116,116,52,100,14,NaN,NaN,41,86,NaN,6,NaN
536,,,,,,,NaN,NaN,,,NaN,,NaN
537,65,115,115,50,100,14,NaN,NaN,41,84,NaN,6,NaN
538,,,,,,,NaN,NaN,,,NaN,,NaN
539,64,114,114,51,100,14,NaN,NaN,40,84,NaN,6,NaN
540,,,,,,,NaN,NaN,,,NaN,,NaN
541,65,113,114,51,100,14,NaN,NaN,40,86,NaN,6,NaN
542,,,,,,,NaN,NaN,,,NaN,,NaN
543,64,113,114,51,100,14,NaN,NaN,40,85,NaN,6,NaN
544,,,,,,,NaN,NaN,,,NaN,,NaN
545,66,114,114,52,100,14,NaN,NaN,41,87,NaN,6,NaN
546,,,,,,,NaN,NaN,,,NaN,,NaN
547,65,114,114,51,100,14,NaN,NaN,41,86,NaN,6,NaN
548,,,,,,,NaN,NaN,,,NaN,,NaN
549,67,114,114,53,100,14,NaN,NaN,41,89,NaN,6,NaN
550,,,,,,,NaN,NaN,,,NaN,,NaN
551,65,113,113,51,100,14,NaN,NaN,41,86,NaN,6,NaN
552,,,,,,,NaN,NaN,,,NaN,,NaN
553,67,113,115,51,100,14,NaN,NaN,41,89,NaN,7,NaN
554,,,,,,,NaN,NaN,,,NaN,,NaN
555,65,114,113,51,100,14,NaN,NaN,41,85,NaN,7,NaN
556,,,,,,,NaN,NaN,,,NaN,,NaN
557,66,114,115,53,100,14,NaN,NaN,41,88,NaN,6,NaN
558,,,,,,,NaN,NaN,,,NaN,,NaN
559,65,114,114,51,100,14,NaN,NaN,41,85,NaN,6,NaN
560,,,,,,,NaN,NaN,,,NaN,,NaN
561,66,114,114,53,100,14,NaN,NaN,41,87,NaN,6,NaN
562,,,,,,,NaN,NaN,,,NaN,,NaN
563,65,114,114,51,100,14,NaN,NaN,41,85,NaN,6,NaN
564,,,,,,,NaN,NaN,,,NaN,,NaN
565,66,114,114,52,100,14,NaN,NaN,40,87,NaN,6,NaN
566,,,,,,,NaN,NaN,,,NaN,,NaN
567,66,114,114,52,100,14,NaN,NaN,40,86,NaN,6,NaN
568,,,,,,,NaN,NaN,,,NaN,,NaN
569,66,114,114,52,100,14,NaN,NaN,40,87,NaN,6,NaN
570,,,,,,,NaN,NaN,,,NaN,,NaN
571,66,114,115,51,100,14,NaN,NaN,40,86,NaN,6,NaN
572,,,,,,,NaN,NaN,,,NaN,,NaN
573,65,115,115,52,100,14,NaN,NaN,40,85,NaN,6,NaN
574,,,,,,,NaN,NaN,,,NaN,,NaN
575,67,115,115,53,100,14,NaN,NaN,40,88,NaN,6,NaN
576,,,,,,,NaN,NaN,,,NaN,,NaN
577,65,115,116,52,100,14,NaN,NaN,41,85,NaN,6,NaN
578,,,,,,,NaN,NaN,,,NaN,,NaN
579,67,115,115,53,100,14,NaN,NaN,41,89,NaN,6,NaN
580,,,,,,,NaN,NaN,,,NaN,,NaN
581,65,115,116,52,100,14,NaN,NaN,41,85,NaN,6,NaN
582,,,,,,,NaN,NaN,,,NaN,,NaN
583,67,115,115,53,100,14,NaN,NaN,40,89,NaN,6,NaN
584,,,,,,,NaN,NaN,,,NaN,,NaN
585,66,115,115,52,100,14,NaN,NaN,40,85,NaN,6,NaN
586,,,,,,,NaN,NaN,,,NaN,,NaN
587,67,115,116,54,100,14,NaN,NaN,40,88,NaN,6,NaN
588,,,,,,,NaN,NaN,,,NaN,,NaN
589,66,115,116,52,100,14,NaN,NaN,41,86,NaN,6,NaN
590,,,,,,,NaN,NaN,,,NaN,,NaN
591,67,115,116,54,100,14,NaN,NaN,41,89,NaN,6,NaN
592,,,,,,,NaN,NaN,,,NaN,,NaN
593,66,115,115,51,100,14,NaN,NaN,41,86,NaN,6,NaN
594,,,,,,,NaN,NaN,,,NaN,,NaN
595,66,114,115,52,100,14,NaN,NaN,41,87,NaN,6,NaN
596,,,,,,,NaN,NaN,,,NaN,,NaN
597,67,114,114,52,100,14,NaN,NaN,41,88,NaN,6,NaN
598,,,,,,,NaN,NaN,,,NaN,,NaN
599,66,114,114,52,100,14,NaN,NaN,41,87,NaN,6,NaN
600,,,,,,,NaN,NaN,,,NaN,,NaN
601,67,114,115,52,100,14,NaN,NaN,41,88,NaN,6,NaN
602,,,,,,,NaN,NaN,,,NaN,,NaN
603,65,115,115,52,100,14,NaN,NaN,40,85,NaN,6,NaN
604,,,,,,,NaN,NaN,,,NaN,,NaN
605,66,115,115,52,100,14,NaN,NaN,40,87,NaN,6,NaN
606,,,,,,,NaN,NaN,,,NaN,,NaN
607,65,115,116,52,100,14,NaN,NaN,40,86,NaN,6,NaN
608,,,,,,,NaN,NaN,,,NaN,,NaN
609,67,115,116,53,100,14,NaN,NaN,40,89,NaN,6,NaN
610,,,,,,,NaN,NaN,,,NaN,,NaN
611,66,115,116,51,100,14,NaN,NaN,40,85,NaN,6,NaN
612,,,,,,,NaN,NaN,,,NaN,,NaN
613,67,115,116,50,100,14,NaN,NaN,40,89,NaN,6,NaN
614,,,,,,,NaN,NaN,,,NaN,,NaN
615,65,115,114,51,100,14,NaN,NaN,41,86,NaN,6,NaN
616,,,,,,,NaN,NaN,,,NaN,,NaN
617,67,115,115,53,100,14,NaN,NaN,41,89,NaN,6,NaN
618,,,,,,,NaN,NaN,,,NaN,,NaN
619,66,115,114,52,100,14,NaN,NaN,41,87,NaN,6,NaN
620,,,,,,,NaN,NaN,,,NaN,,NaN
621,67,115,113,54,100,14,NaN,NaN,40,89,NaN,7,NaN
622,,,,,,,NaN,NaN,,,NaN,,NaN
623,66,115,113,51,100,14,NaN,NaN,40,87,NaN,7,NaN
624,,,,,,,NaN,NaN,,,NaN,,NaN
625,66,114,113,52,100,14,NaN,NaN,40,86,NaN,7,NaN
626,,,,,,,NaN,NaN,,,NaN,,NaN
627,66,114,114,51,100,14,NaN,NaN,41,86,NaN,7,NaN
628,,,,,,,NaN,NaN,,,NaN,,NaN
629,65,114,114,51,100,14,NaN,NaN,41,87,NaN,6,NaN
630,,,,,,,NaN,NaN,,,NaN,,NaN
631,66,114,115,51,100,14,NaN,NaN,41,89,NaN,6,NaN
632,,,,,,,NaN,NaN,,,NaN,,NaN
633,66,115,115,52,100,14,NaN,NaN,41,89,NaN,6,NaN
634,,,,,,,NaN,NaN,,,NaN,,NaN
635,68,115,116,54,100,14,NaN,NaN,41,93,NaN,6,NaN
636,,,,,,,NaN,NaN,,,NaN,,NaN
637,67,115,115,53,100,14,NaN,NaN,41,90,NaN,6,NaN
638,,,,,,,NaN,NaN,,,NaN,,NaN
639,69,115,115,54,100,14,NaN,NaN,41,94,NaN,6,NaN
640,,,,,,,NaN,NaN,,,NaN,,NaN
641,68,115,114,53,100,14,NaN,NaN,40,90,NaN,6,NaN
642,,,,,,,NaN,NaN,,,NaN,,NaN
643,69,115,115,54,100,14,NaN,NaN,40,93,NaN,6,NaN
644,,,,,,,NaN,NaN,,,NaN,,NaN
645,66,115,115,51,100,14,NaN,NaN,40,87,NaN,6,NaN
646,,,,,,,NaN,NaN,,,NaN,,NaN
647,67,114,115,53,100,14,NaN,NaN,40,89,NaN,6,NaN
648,,,,,,,NaN,NaN,,,NaN,,NaN
649,65,115,115,50,100,14,NaN,NaN,40,85,NaN,6,NaN
650,,,,,,,NaN,NaN,,,NaN,,NaN
651,65,115,115,52,100,14,NaN,NaN,40,87,NaN,6,NaN
652,,,,,,,NaN,NaN,,,NaN,,NaN
653,65,115,115,50,100,14,NaN,NaN,41,84,NaN,6,NaN
654,,,,,,,NaN,NaN,,,NaN,,NaN
655,66,115,116,53,100,14,NaN,NaN,41,88,NaN,6,NaN
656,,,,,,,NaN,NaN,,,NaN,,NaN
657,65,115,116,50,100,14,NaN,NaN,41,85,NaN,6,NaN
658,,,,,,,NaN,NaN,,,NaN,,NaN
659,67,116,116,52,100,14,NaN,NaN,40,89,NaN,6,NaN
660,,,,,,,NaN,NaN,,,NaN,,NaN
661,65,116,116,51,100,14,NaN,NaN,40,85,NaN,6,NaN
662,,,,,,,NaN,NaN,,,NaN,,NaN
663,66,116,116,52,100,14,NaN,NaN,40,89,NaN,6,NaN
664,,,,,,,NaN,NaN,,,NaN,,NaN
665,65,116,116,50,100,14,NaN,NaN,40,84,NaN,6,NaN
666,,,,,,,NaN,NaN,,,NaN,,NaN
667,66,116,116,53,100,14,NaN,NaN,40,89,NaN,6,NaN
668,,,,,,,NaN,NaN,,,NaN,,NaN
669,65,116,116,51,100,14,NaN,NaN,40,85,NaN,6,NaN
670,,,,,,,NaN,NaN,,,NaN,,NaN
671,67,116,116,52,100,14,NaN,NaN,40,88,NaN,6,NaN
672,,,,,,,NaN,NaN,,,NaN,,NaN
673,65,116,116,52,100,14,NaN,NaN,40,86,NaN,6,NaN
674,,,,,,,NaN,NaN,,,NaN,,NaN
675,66,116,116,51,100,14,NaN,NaN,40,86,NaN,6,NaN
676,,,,,,,NaN,NaN,,,NaN,,NaN
677,65,116,116,52,100,15,NaN,NaN,39,86,NaN,6,NaN
678,,,,,,,NaN,NaN,,,NaN,,NaN
679,64,116,116,50,100,15,NaN,NaN,39,84,NaN,6,NaN
680,,,,,,,NaN,NaN,,,NaN,,NaN
681,64,116,116,51,100,15,NaN,NaN,39,85,NaN,6,NaN
682,,,,,,,NaN,NaN,,,NaN,,NaN
683,64,116,116,50,100,15,NaN,NaN,39,83,NaN,6,NaN
684,,,,,,,NaN,NaN,,,NaN,,NaN
685,64,116,116,51,100,15,NaN,NaN,39,85,NaN,6,NaN
686,,,,,,,NaN,NaN,,,NaN,,NaN
687,63,116,116,49,100,15,NaN,NaN,39,82,NaN,6,NaN
688,,,,,,,NaN,NaN,,,NaN,,NaN
689,64,116,116,51,100,16,NaN,NaN,39,85,NaN,6,NaN
690,,,,,,,NaN,NaN,,,NaN,,NaN
691,62,115,116,48,100,16,NaN,NaN,39,80,NaN,6,NaN
692,,,,,,,NaN,NaN,,,NaN,,NaN
693,63,115,116,50,100,16,NaN,NaN,39,83,NaN,6,NaN
694,,,,,,,NaN,NaN,,,NaN,,NaN
695,62,115,116,48,100,16,NaN,NaN,39,79,NaN,6,NaN
696,,,,,,,NaN,NaN,,,NaN,,NaN
697,63,115,116,50,100,16,NaN,NaN,39,83,NaN,6,NaN
698,,,,,,,NaN,NaN,,,NaN,,NaN
699,61,115,116,48,100,16,NaN,NaN,39,80,NaN,6,NaN
700,,,,,,,NaN,NaN,,,NaN,,NaN
701,63,115,116,49,100,16,NaN,NaN,39,82,NaN,6,NaN
702,,,,,,,NaN,NaN,,,NaN,,NaN
703,62,116,116,50,100,16,NaN,NaN,39,81,NaN,6,NaN
704,,,,,,,NaN,NaN,,,NaN,,NaN
705,63,116,116,50,100,16,NaN,NaN,39,83,NaN,6,NaN
706,,,,,,,NaN,NaN,,,NaN,,NaN
707,64,116,116,51,100,16,NaN,NaN,39,84,NaN,6,NaN
708,,,,,,,NaN,NaN,,,NaN,,NaN
709,64,116,116,50,100,16,NaN,NaN,39,85,NaN,6,NaN
710,,,,,,,NaN,NaN,,,NaN,,NaN
711,64,116,116,51,100,16,NaN,NaN,39,85,NaN,6,NaN
712,,,,,,,NaN,NaN,,,NaN,,NaN
713,64,116,116,50,100,16,NaN,NaN,39,84,NaN,6,NaN
714,,,,,,,NaN,NaN,,,NaN,,NaN
715,65,116,116,52,100,16,NaN,NaN,39,86,NaN,6,NaN
716,,,,,,,NaN,NaN,,,NaN,,NaN
717,64,116,116,50,100,16,NaN,NaN,39,84,NaN,6,NaN
718,,,,,,,NaN,NaN,,,NaN,,NaN
719,66,116,116,52,100,16,NaN,NaN,39,87,NaN,6,NaN
720,,,,,,,NaN,NaN,,,NaN,,NaN
721,64,116,116,50,100,16,NaN,NaN,39,83,NaN,6,NaN
722,,,,,,,NaN,NaN,,,NaN,,NaN
723,65,116,116,52,100,16,NaN,NaN,39,87,NaN,6,NaN
724,,,,,,,NaN,NaN,,,NaN,,NaN
725,64,116,116,50,100,16,NaN,NaN,39,83,NaN,6,NaN
726,,,,,,,NaN,NaN,,,NaN,,NaN
727,65,116,116,51,100,16,NaN,NaN,38,86,NaN,6,NaN
728,,,,,,,NaN,NaN,,,NaN,,NaN
729,64,116,116,50,100,16,NaN,NaN,38,83,NaN,6,NaN
730,,,,,,,NaN,NaN,,,NaN,,NaN
731,64,116,116,50,100,16,NaN,NaN,38,84,NaN,6,NaN
732,,,,,,,NaN,NaN,,,NaN,,NaN
733,62,115,116,49,100,16,NaN,NaN,38,81,NaN,6,NaN
734,,,,,,,NaN,NaN,,,NaN,,NaN
735,62,115,116,49,100,16,NaN,NaN,39,81,NaN,6,NaN
736,,,,,,,NaN,NaN,,,NaN,,NaN
737,62,116,116,49,100,16,NaN,NaN,39,81,NaN,6,NaN
738,,,,,,,NaN,NaN,,,NaN,,NaN
739,62,116,116,49,100,16,NaN,NaN,39,81,NaN,6,NaN
740,,,,,,,NaN,NaN,,,NaN,,NaN
741,62,115,116,49,100,16,NaN,NaN,38,80,NaN,6,NaN
742,,,,,,,NaN,NaN,,,NaN,,NaN
743,62,115,116,48,100,16,NaN,NaN,38,80,NaN,6,NaN
744,,,,,,,NaN,NaN,,,NaN,,NaN
745,63,115,116,50,100,16,NaN,NaN,38,82,NaN,6,NaN
746,,,,,,,NaN,NaN,,,NaN,,NaN
747,62,115,115,47,100,16,NaN,NaN,38,83,NaN,6,NaN
748,,,,,,,NaN,NaN,,,NaN,,NaN
749,63,115,115,50,100,16,NaN,NaN,38,84,NaN,6,NaN
750,,,,,,,NaN,NaN,,,NaN,,NaN
751,62,114,115,49,100,16,NaN,NaN,38,80,NaN,6,NaN
752,,,,,,,NaN,NaN,,,NaN,,NaN
753,63,114,115,50,100,16,NaN,NaN,39,83,NaN,6,NaN
754,,,,,,,NaN,NaN,,,NaN,,NaN
755,62,114,115,48,100,16,NaN,NaN,39,80,NaN,6,NaN
756,,,,,,,NaN,NaN,,,NaN,,NaN
757,63,114,115,49,100,16,NaN,NaN,39,83,NaN,6,NaN
758,,,,,,,NaN,NaN,,,NaN,,NaN
759,61,114,115,48,100,16,NaN,NaN,38,79,NaN,6,NaN
760,,,,,,,NaN,NaN,,,NaN,,NaN
761,62,114,115,48,100,16,NaN,NaN,38,80,NaN,6,NaN
762,,,,,,,NaN,NaN,,,NaN,,NaN
763,60,114,112,47,100,16,NaN,NaN,38,78,NaN,6,NaN
764,,,,,,,NaN,NaN,,,NaN,,NaN
765,61,114,113,48,100,16,NaN,NaN,38,80,NaN,6,NaN
766,,,,,,,NaN,NaN,,,NaN,,NaN
767,61,114,114,45,100,16,NaN,NaN,38,90,NaN,6,NaN
768,,,,,,,NaN,NaN,,,NaN,,NaN
769,61,114,115,47,100,16,NaN,NaN,38,80,NaN,6,NaN
770,,,,,,,NaN,NaN,,,NaN,,NaN
771,61,115,115,49,100,16,NaN,NaN,39,80,NaN,6,NaN
772,,,,,,,NaN,NaN,,,NaN,,NaN
773,61,115,115,47,100,16,NaN,NaN,39,78,NaN,6,NaN
774,,,,,,,NaN,NaN,,,NaN,,NaN
775,61,115,115,49,100,16,NaN,NaN,39,80,NaN,6,NaN
776,,,,,,,NaN,NaN,,,NaN,,NaN
777,61,115,115,47,100,16,NaN,NaN,39,80,NaN,6,NaN
778,,,,,,,NaN,NaN,,,NaN,,NaN
779,62,115,115,50,100,16,NaN,NaN,39,82,NaN,6,NaN
780,,,,,,,NaN,NaN,,,NaN,,NaN
781,61,115,115,47,100,16,NaN,NaN,39,78,NaN,6,NaN
782,,,,,,,NaN,NaN,,,NaN,,NaN
783,62,115,116,49,100,16,NaN,NaN,39,81,NaN,6,NaN
784,,,,,,,NaN,NaN,,,NaN,,NaN
785,60,115,116,48,100,16,NaN,NaN,39,78,NaN,6,NaN
786,,,,,,,NaN,NaN,,,NaN,,NaN
787,62,115,116,49,100,16,NaN,NaN,39,81,NaN,6,NaN
788,,,,,,,NaN,NaN,,,NaN,,NaN
789,60,115,116,47,100,16,NaN,NaN,39,78,NaN,6,NaN
790,,,,,,,NaN,NaN,,,NaN,,NaN
791,62,115,116,49,100,16,NaN,NaN,37,81,NaN,6,NaN
792,,,,,,,NaN,NaN,,,NaN,,NaN
793,61,115,115,48,100,16,NaN,NaN,37,78,NaN,6,NaN
794,,,,,,,NaN,NaN,,,NaN,,NaN
795,61,115,115,48,100,16,NaN,NaN,37,80,NaN,6,NaN
796,,,,,,,NaN,NaN,,,NaN,,NaN
797,61,115,115,48,100,16,NaN,NaN,38,79,NaN,6,NaN
798,,,,,,,NaN,NaN,,,NaN,,NaN
799,60,115,115,47,100,16,NaN,NaN,38,78,NaN,6,NaN
800,,,,,,,NaN,NaN,,,NaN,,NaN
801,61,115,115,49,100,16,NaN,NaN,38,79,NaN,6,NaN
802,,,,,,,NaN,NaN,,,NaN,,NaN
803,60,115,115,47,100,16,NaN,NaN,38,78,NaN,6,NaN
804,,,,,,,NaN,NaN,,,NaN,,NaN
805,61,115,115,49,100,16,NaN,NaN,38,79,NaN,6,NaN
806,,,,,,,NaN,NaN,,,NaN,,NaN
807,60,115,115,47,100,16,NaN,NaN,38,77,NaN,6,NaN
808,,,,,,,NaN,NaN,,,NaN,,NaN
809,61,115,115,48,100,16,NaN,NaN,38,80,NaN,6,NaN
810,,,,,,,NaN,NaN,,,NaN,,NaN
811,60,114,115,46,100,16,NaN,NaN,38,76,NaN,6,NaN
812,,,,,,,NaN,NaN,,,NaN,,NaN
813,61,114,115,49,100,16,NaN,NaN,38,79,NaN,6,NaN
814,,,,,,,NaN,NaN,,,NaN,,NaN
815,60,115,115,46,100,16,NaN,NaN,38,76,NaN,6,NaN
816,,,,,,,NaN,NaN,,,NaN,,NaN
817,61,114,115,48,100,16,NaN,NaN,38,80,NaN,6,NaN
818,,,,,,,NaN,NaN,,,NaN,,NaN
819,60,114,115,47,100,16,NaN,NaN,38,77,NaN,6,NaN
820,,,,,,,NaN,NaN,,,NaN,,NaN
821,61,114,115,47,100,16,NaN,NaN,38,79,NaN,6,NaN
822,,,,,,,NaN,NaN,,,NaN,,NaN
823,60,114,115,47,100,16,NaN,NaN,38,77,NaN,6,NaN
824,,,,,,,NaN,NaN,,,NaN,,NaN
825,60,114,115,47,100,16,NaN,NaN,38,77,NaN,6,NaN
826,,,,,,,NaN,NaN,,,NaN,,NaN
827,60,114,115,47,100,16,NaN,NaN,38,77,NaN,6,NaN
828,,,,,,,NaN,NaN,,,NaN,,NaN
829,59,114,115,46,100,16,NaN,NaN,38,76,NaN,6,NaN
830,,,,,,,NaN,NaN,,,NaN,,NaN
831,60,114,115,48,100,16,NaN,NaN,38,77,NaN,6,NaN
832,,,,,,,NaN,NaN,,,NaN,,NaN
833,59,114,115,45,100,16,NaN,NaN,38,78,NaN,6,NaN
834,,,,,,,NaN,NaN,,,NaN,,NaN
835,60,114,115,47,100,16,NaN,NaN,38,79,NaN,6,NaN
836,,,,,,,NaN,NaN,,,NaN,,NaN
837,59,114,115,46,100,16,NaN,NaN,38,75,NaN,6,NaN
838,,,,,,,NaN,NaN,,,NaN,,NaN
839,60,114,115,48,100,16,NaN,NaN,38,78,NaN,6,NaN
840,,,,,,,NaN,NaN,,,NaN,,NaN
841,59,114,115,45,100,16,NaN,NaN,37,75,NaN,6,NaN
842,,,,,,,NaN,NaN,,,NaN,,NaN
843,60,114,115,47,100,16,NaN,NaN,37,78,NaN,6,NaN
844,,,,,,,NaN,NaN,,,NaN,,NaN
845,58,114,114,43,100,16,NaN,NaN,37,73,NaN,6,NaN
846,,,,,,,NaN,NaN,,,NaN,,NaN
847,60,114,114,39,100,16,NaN,NaN,37,81,NaN,6,NaN
848,,,,,,,NaN,NaN,,,NaN,,NaN
849,58,114,114,44,100,16,NaN,NaN,37,75,NaN,6,NaN
850,,,,,,,NaN,NaN,,,NaN,,NaN
851,59,114,114,46,100,16,NaN,NaN,37,78,NaN,7,NaN
852,,,,,,,NaN,NaN,,,NaN,,NaN
853,58,113,114,44,100,16,NaN,NaN,38,75,NaN,7,NaN
854,,,,,,,NaN,NaN,,,NaN,,NaN
855,58,114,114,43,100,16,NaN,NaN,38,74,NaN,6,NaN
856,,,,,,,NaN,NaN,,,NaN,,NaN
857,57,113,114,42,100,16,NaN,NaN,38,73,NaN,6,NaN
858,,,,,,,NaN,NaN,,,NaN,,NaN
859,58,113,114,44,100,16,NaN,NaN,37,77,NaN,6,NaN
860,,,,,,,NaN,NaN,,,NaN,,NaN
861,58,113,114,45,100,16,NaN,NaN,37,77,NaN,6,NaN
862,,,,,,,NaN,NaN,,,NaN,,NaN
863,58,113,114,44,100,16,NaN,NaN,37,75,NaN,6,NaN
864,,,,,,,NaN,NaN,,,NaN,,NaN
865,59,113,114,47,100,16,NaN,NaN,37,77,NaN,6,NaN
866,,,,,,,NaN,NaN,,,NaN,,NaN
867,58,113,113,45,100,16,NaN,NaN,37,75,NaN,6,NaN
868,,,,,,,NaN,NaN,,,NaN,,NaN
869,59,113,114,47,100,16,NaN,NaN,37,77,NaN,6,NaN
870,,,,,,,NaN,NaN,,,NaN,,NaN
871,58,113,113,45,100,16,NaN,NaN,37,74,NaN,6,NaN
872,,,,,,,NaN,NaN,,,NaN,,NaN
873,60,113,114,47,100,16,NaN,NaN,37,78,NaN,6,NaN
874,,,,,,,NaN,NaN,,,NaN,,NaN
875,58,113,113,45,100,16,NaN,NaN,37,75,NaN,6,NaN
876,,,,,,,NaN,NaN,,,NaN,,NaN
877,59,113,113,46,100,16,NaN,NaN,37,78,NaN,6,NaN
878,,,,,,,NaN,NaN,,,NaN,,NaN
879,58,113,113,45,100,16,NaN,NaN,37,74,NaN,6,NaN
